ticker,price,market_cap,period_end,revenue_ttm,revenue_ttm_yoy_pct,fcf_ttm,fcf_ttm_yoy_pct,fcf_margin_ttm_pct,cash,debt,net_debt,fcf_yield,net_debt_to_fcf_ttm,enterprise_value,ev_sales
UBER,72.94,151556946240.0,2025-12-31,52017000000.0,18.27959434262585,9763000000.0,41.59535895576505,18.768864025222523,7736000000.0,13470000000.0,5734000000.0,0.06441803059649719,0.5873194714739322,157290946240.0,3.0238373270277026
LYFT,13.9,5551012288.0,2025-12-31,6316261000.0,9.164250496369174,1148852000.0,49.92841901069938,18.1887987212688,1132009000.0,1276733000.0,144724000.0,0.20696261157330734,0.12597271014891387,5695736288.0,0.901757588548035
DASH,176.19,75937628005.0,2025-09-30,12635000000.0,24.458234830575254,1992000000.0,11.910112359550551,15.765730114760585,3279000000.0,3257000000.0,-22000000.0,0.026232054547040102,-0.01104417670682731,75915628005.0,6.008359952908587
